Orthogroup	Duplications (all)	Duplications (50% support)
OG0013799	9	9
OG0013800	9	9
OG0013801	9	9
OG0013802	9	9
OG0013803	9	9
OG0013804	9	9
OG0013805	8	8
OG0013806	9	9
OG0013807	8	8
OG0013808	9	9
OG0013809	9	9
OG0013810	9	9
OG0013811	6	4
OG0013812	6	4
OG0013813	8	8
OG0013814	9	9
OG0013815	9	9
OG0013816	9	9
OG0013817	9	9
OG0013818	9	9
OG0013819	5	3
OG0013820	9	9
OG0013821	8	8
OG0013822	8	8
OG0013823	9	9
OG0013824	9	9
OG0013825	9	9
OG0013826	9	9
OG0013827	9	9
OG0013828	9	9
OG0013829	9	9
OG0013830	9	9
OG0013831	9	9
OG0013832	9	9
OG0013833	9	9
OG0013834	9	9
OG0013835	9	9
OG0013836	9	9
OG0013837	9	9
OG0013838	9	9
OG0013839	9	9
OG0013840	9	9
OG0013841	9	9
OG0013842	9	9
OG0013843	9	9
OG0013844	9	9
OG0013845	9	9
OG0013846	9	9
OG0013847	9	9
OG0013848	7	7
OG0013849	9	9
OG0013850	9	9
OG0013851	9	9
OG0013852	3	0
OG0013853	5	3
OG0013854	4	4
OG0013855	4	4
OG0013856	6	6
OG0013857	6	6
OG0013858	7	7
OG0013859	6	6
OG0013860	4	3
OG0013861	6	6
OG0013862	5	5
OG0013863	6	6
OG0013864	3	3
OG0013865	8	8
OG0013866	1	1
OG0013867	8	8
OG0013868	8	8
OG0013869	8	8
OG0013870	7	7
OG0013871	8	8
OG0013872	7	7
OG0013873	3	1
OG0013874	4	3
OG0013875	8	8
OG0013876	6	6
OG0013877	8	8
OG0013878	6	5
OG0013879	6	6
OG0013880	3	3
OG0013881	4	4
OG0013882	6	5
OG0013883	6	6
OG0013884	6	6
OG0013885	5	5
OG0013886	5	5
OG0013887	3	3
OG0013888	4	3
OG0013889	6	6
OG0013890	3	1
OG0013891	5	4
OG0013892	7	7
OG0013893	4	4
OG0013894	6	6
OG0013895	6	6
OG0013896	6	5
OG0013897	5	1
OG0013898	7	7
OG0013899	7	7
OG0013900	6	6
OG0013901	4	4
OG0013902	8	8
OG0013903	8	8
OG0013904	6	6
OG0013905	3	2
OG0013906	4	3
OG0013907	7	7
OG0013908	6	6
OG0013909	8	8
OG0013910	5	5
OG0013911	5	1
OG0013912	6	6
OG0013913	5	4
OG0013914	4	2
OG0013915	7	7
OG0013916	5	5
OG0013917	8	8
OG0013918	4	4
OG0013919	4	2
OG0013920	6	6
OG0013921	7	7
OG0013922	3	3
OG0013923	7	7
OG0013924	5	3
OG0013925	3	2
OG0013926	3	0
OG0013927	6	6
OG0013928	8	8
OG0013929	8	8
OG0013930	5	4
OG0013931	7	7
OG0013932	6	6
OG0013933	5	4
OG0013934	6	6
OG0013935	4	3
OG0013936	5	5
OG0013937	8	8
OG0013938	3	2
OG0013939	4	3
OG0013940	4	4
OG0013941	6	6
OG0013942	6	6
OG0013943	6	6
OG0013944	4	4
OG0013945	5	5
OG0013946	8	8
OG0013947	4	3
OG0013948	5	5
OG0013949	5	5
OG0013950	3	2
OG0013951	7	7
OG0013952	5	5
OG0013953	5	2
OG0013954	3	0
OG0013955	2	1
OG0013956	5	3
OG0013957	6	5
OG0013958	6	6
OG0013959	5	3
OG0013960	6	6
OG0013961	6	6
OG0013962	8	8
OG0013963	4	3
OG0013964	3	3
OG0013965	7	7
OG0013966	7	7
OG0013967	4	4
OG0013968	3	3
OG0013969	3	2
OG0013970	2	1
OG0013971	5	4
OG0013972	7	7
OG0013973	4	2
OG0013974	6	6
OG0013975	4	3
OG0013976	5	5
OG0013977	5	5
OG0013978	2	2
OG0013979	5	5
OG0013980	5	5
OG0013981	6	6
OG0013982	5	5
OG0013983	3	2
OG0013984	2	1
OG0013985	8	8
OG0013986	5	5
OG0013987	8	8
OG0013988	7	7
OG0013989	2	2
OG0013990	5	5
OG0013991	3	2
OG0013992	8	8
OG0013993	5	5
OG0013994	6	6
OG0013995	4	4
OG0013996	3	3
OG0013997	6	6
OG0013998	5	3
OG0013999	6	6
OG0014000	5	5
OG0014001	6	6
OG0014002	3	2
OG0014003	4	3
OG0014004	7	7
OG0014005	5	5
OG0014006	6	6
OG0014007	6	6
OG0014008	8	8
OG0014009	5	3
OG0014010	2	2
OG0014011	6	6
OG0014012	6	6
OG0014013	5	5
OG0014014	3	3
OG0014015	3	2
OG0014016	5	4
OG0014017	5	4
OG0014018	1	1
OG0014019	4	3
OG0014020	5	5
OG0014021	3	2
OG0014022	6	6
OG0014023	2	1
OG0014024	5	3
OG0014025	7	7
OG0014026	5	5
OG0014027	5	5
OG0014028	0	0
OG0014029	2	2
OG0014030	3	1
OG0014031	1	1
OG0014032	4	4
OG0014033	2	2
OG0014034	2	2
OG0014035	4	3
OG0014036	3	1
OG0014037	4	3
OG0014038	3	3
OG0014039	5	3
OG0014040	4	3
OG0014041	5	3
OG0014042	3	3
OG0014043	4	4
OG0014044	1	1
OG0014045	2	0
OG0014046	1	1
OG0014047	3	3
OG0014048	5	5
OG0014049	2	0
OG0014050	5	5
OG0014051	7	7
OG0014052	4	3
OG0014053	4	3
OG0014054	6	6
OG0014055	0	0
OG0014056	2	2
OG0014057	5	5
OG0014058	1	1
OG0014059	3	3
OG0014060	2	2
OG0014061	5	4
OG0014062	3	2
OG0014063	4	3
OG0014064	3	3
OG0014065	2	2
OG0014066	3	3
OG0014067	0	0
OG0014068	5	3
OG0014069	1	1
OG0014070	1	1
OG0014071	4	4
OG0014072	0	0
OG0014073	2	2
OG0014074	1	1
OG0014075	3	3
OG0014076	4	2
OG0014077	5	5
OG0014078	2	2
OG0014079	3	1
OG0014080	1	0
OG0014081	1	1
OG0014082	1	0
OG0014083	1	1
OG0014084	3	3
OG0014085	2	1
OG0014086	3	3
OG0014087	1	1
OG0014088	2	2
OG0014089	0	0
OG0014090	3	2
OG0014091	1	1
OG0014092	0	0
OG0014093	5	5
OG0014094	0	0
OG0014095	2	1
OG0014096	5	5
OG0014097	2	2
OG0014098	6	6
OG0014099	3	3
OG0014100	1	1
OG0014101	4	4
OG0014102	4	4
OG0014103	1	1
OG0014104	0	0
OG0014105	2	1
OG0014106	0	0
OG0014107	3	3
OG0014108	1	1
OG0014109	1	1
OG0014110	1	1
OG0014111	4	3
OG0014112	4	4
OG0014113	4	4
OG0014114	1	1
OG0014115	3	3
OG0014116	5	5
OG0014117	5	5
OG0014118	4	4
OG0014119	4	2
OG0014120	5	5
OG0014121	5	5
OG0014122	2	1
OG0014123	2	1
OG0014124	2	2
OG0014125	3	3
OG0014126	5	3
OG0014127	5	2
OG0014128	7	7
OG0014129	4	4
OG0014130	4	2
OG0014131	7	7
OG0014132	5	4
OG0014133	7	7
OG0014134	5	5
OG0014135	5	2
OG0014136	4	1
OG0014137	5	4
OG0014138	4	2
OG0014139	6	6
OG0014140	4	2
OG0014141	5	2
OG0014142	6	6
OG0014143	3	2
OG0014144	5	5
OG0014145	4	2
OG0014146	4	3
OG0014147	8	8
OG0014148	8	8
OG0014149	8	8
OG0014150	8	8
OG0014151	6	6
OG0014152	5	5
OG0014153	3	2
OG0014154	4	4
OG0014155	8	8
OG0014156	7	7
OG0014157	8	8
OG0014158	8	8
OG0014159	1	1
OG0014160	3	3
OG0014161	5	5
OG0014162	8	8
OG0014163	1	1
OG0014164	1	1
OG0014165	3	3
OG0014166	1	1
OG0014167	7	7
OG0014168	7	7
OG0014169	4	3
OG0014170	8	8
OG0014171	8	8
OG0014172	3	3
OG0014173	2	2
OG0014174	8	8
OG0014175	3	3
OG0014176	6	6
OG0014177	4	3
OG0014178	8	8
OG0014179	6	6
OG0014180	8	8
OG0014181	3	1
OG0014182	6	6
OG0014183	7	7
OG0014184	3	3
OG0014185	0	0
OG0014186	3	3
OG0014187	8	8
OG0014188	6	6
OG0014189	3	3
OG0014190	7	7
OG0014191	4	2
OG0014192	8	8
OG0014193	3	3
OG0014194	6	6
OG0014195	1	1
OG0014196	0	0
OG0014197	2	2
OG0014198	5	5
OG0014199	1	1
OG0014200	1	1
OG0014201	8	8
OG0014202	7	7
OG0014203	1	1
OG0014204	1	1
OG0014205	5	5
OG0014206	7	7
OG0014207	6	6
OG0014208	8	8
OG0014209	8	8
OG0014210	8	8
OG0014211	0	0
OG0014212	4	4
OG0014213	8	8
OG0014214	7	7
OG0014215	0	0
OG0014216	0	0
OG0014217	1	1
OG0014218	0	0
OG0014219	0	0
OG0014220	4	4
OG0014221	5	5
OG0014222	8	8
OG0014223	0	0
OG0014224	6	6
OG0014225	2	1
OG0014226	0	0
OG0014227	3	2
OG0014228	7	7
OG0014229	6	6
OG0014230	7	7
OG0014231	3	3
OG0014232	0	0
OG0014233	4	3
OG0014234	2	2
OG0014235	7	7
OG0014236	3	2
OG0014237	8	8
OG0014238	5	5
OG0014239	3	3
OG0014240	8	8
OG0014241	5	5
OG0014242	1	0
OG0014243	5	4
OG0014244	1	1
OG0014245	8	8
OG0014246	3	2
OG0014247	0	0
OG0014248	7	7
OG0014249	1	1
OG0014250	1	1
OG0014251	2	2
OG0014252	7	7
OG0014253	1	1
OG0014254	5	5
OG0014255	4	4
OG0014256	2	2
OG0014257	6	6
OG0014258	1	1
OG0014259	1	1
OG0014260	8	8
OG0014261	5	5
OG0014262	2	2
OG0014263	7	7
OG0014264	1	1
OG0014265	3	2
OG0014266	7	7
OG0014267	5	5
OG0014268	1	1
OG0014269	6	6
OG0014270	5	5
OG0014271	5	4
OG0014272	0	0
OG0014273	1	1
OG0014274	1	1
OG0014275	7	7
OG0014276	5	5
OG0014277	7	7
OG0014278	8	8
OG0014279	8	8
OG0014280	8	8
OG0014281	2	2
OG0014282	7	7
OG0014283	8	8
OG0014284	6	6
OG0014285	8	8
OG0014286	6	6
OG0014287	6	6
OG0014288	8	8
OG0014289	8	8
OG0014290	7	7
OG0014291	8	8
OG0014292	8	8
OG0014293	8	8
OG0014294	8	8
OG0014295	7	7
OG0014296	8	8
OG0014297	8	8
OG0014298	6	6
OG0014299	7	7
OG0014300	4	4
OG0014301	6	6
OG0014302	0	0
OG0014303	4	4
OG0014304	8	8
OG0014305	7	7
OG0014306	0	0
OG0014307	7	7
OG0014308	1	1
OG0014309	7	7
OG0014310	3	2
OG0014311	4	4
OG0014312	6	6
OG0014313	1	1
OG0014314	7	7
OG0014315	3	3
OG0014316	7	7
OG0014317	5	5
OG0014318	1	1
OG0014319	2	2
OG0014320	2	2
OG0014321	1	1
OG0014322	2	2
OG0014323	3	3
OG0014324	4	4
OG0014325	3	2
OG0014326	8	8
OG0014327	7	7
OG0014328	1	1
OG0014329	7	7
OG0014330	6	6
OG0014331	7	7
OG0014332	1	1
OG0014333	2	2
OG0014334	0	0
OG0014335	8	8
OG0014336	8	8
OG0014337	8	8
OG0014338	8	8
OG0014339	8	8
OG0014340	8	8
OG0014341	8	8
OG0014342	7	7
OG0014343	8	8
OG0014344	8	8
OG0014345	8	8
OG0014346	8	8
OG0014347	4	3
OG0014348	8	8
OG0014349	8	8
OG0014350	8	8
OG0014351	8	8
OG0014352	8	8
OG0014353	8	8
OG0014354	8	8
OG0014355	8	8
OG0014356	7	7
OG0014357	8	8
OG0014358	5	3
OG0014359	8	8
OG0014360	8	8
OG0014361	8	8
OG0014362	8	8
OG0014363	8	8
OG0014364	8	8
OG0014365	7	7
OG0014366	7	7
OG0014367	8	8
OG0014368	6	6
OG0014369	7	7
OG0014370	7	7
OG0014371	7	7
OG0014372	3	3
OG0014373	2	2
OG0014374	8	8
OG0014375	6	6
OG0014376	4	4
OG0014377	7	7
OG0014378	8	8
OG0014379	8	8
OG0014380	7	7
OG0014381	7	7
OG0014382	8	8
OG0014383	8	8
OG0014384	8	8
OG0014385	3	3
OG0014386	5	5
OG0014387	3	3
OG0014388	1	1
OG0014389	2	2
OG0014390	2	2
OG0014391	7	7
OG0014392	3	3
OG0014393	5	4
OG0014394	2	0
OG0014395	3	2
OG0014396	5	5
OG0014397	5	5
OG0014398	8	8
OG0014399	6	6
OG0014400	4	4
OG0014401	7	7
OG0014402	7	7
OG0014403	4	4
OG0014404	5	3
OG0014405	3	3
OG0014406	6	6
OG0014407	6	6
OG0014408	4	4
OG0014409	7	7
OG0014410	4	4
OG0014411	3	3
OG0014412	7	7
OG0014413	3	3
OG0014414	2	2
OG0014415	3	3
OG0014416	3	3
OG0014417	2	2
OG0014418	1	0
OG0014419	6	6
OG0014420	0	0
OG0014421	5	5
OG0014422	3	3
OG0014423	4	4
OG0014424	4	4
OG0014425	2	2
OG0014426	2	2
OG0014427	7	7
OG0014428	6	6
OG0014429	1	1
OG0014430	5	5
OG0014431	7	7
OG0014432	2	2
OG0014433	6	6
OG0014434	7	7
OG0014435	4	4
OG0014436	7	7
OG0014437	2	2
OG0014438	2	2
OG0014439	3	3
OG0014440	5	5
OG0014441	0	0
OG0014442	0	0
OG0014443	3	3
OG0014444	5	5
OG0014445	7	7
OG0014446	4	4
OG0014447	3	3
OG0014448	3	3
OG0014449	4	4
OG0014450	1	1
OG0014451	5	2
OG0014452	3	0
OG0014453	4	3
OG0014454	5	5
OG0014455	6	6
OG0014456	4	4
OG0014457	7	7
OG0014458	6	6
OG0014459	7	7
OG0014460	5	5
OG0014461	3	3
OG0014462	8	8
OG0014463	8	8
OG0014464	6	6
OG0014465	8	8
OG0014466	8	8
OG0014467	5	5
OG0014468	8	8
OG0014469	8	8
OG0014470	8	8
OG0014471	3	3
OG0014472	1	1
OG0014473	7	7
OG0014474	6	6
OG0014475	3	2
OG0014476	8	8
OG0014477	2	2
OG0014478	5	4
OG0014479	3	3
OG0014480	6	6
OG0014481	6	6
OG0014482	7	7
OG0014483	7	7
OG0014484	6	6
OG0014485	8	8
OG0014486	3	3
OG0014487	8	8
OG0014488	8	8
OG0014489	7	7
OG0014490	0	0
OG0014491	8	8
OG0014492	5	5
OG0014493	7	7
OG0014494	4	4
OG0014495	7	7
OG0014496	6	6
OG0014497	4	2
OG0014498	4	2
OG0014499	6	6
OG0014500	4	1
OG0014501	7	7
OG0014502	6	4
OG0014503	8	8
OG0014504	5	3
OG0014505	7	7
OG0014506	5	4
OG0014507	7	7
OG0014508	6	6
OG0014509	5	3
OG0014510	7	7
OG0014511	5	3
OG0014512	5	4
OG0014513	4	1
OG0014514	4	4
OG0014515	7	7
OG0014516	7	7
OG0014517	7	7
OG0014518	7	7
OG0014519	3	1
OG0014520	6	6
OG0014521	6	5
OG0014522	4	4
OG0014523	2	1
OG0014524	7	7
OG0014525	7	7
OG0014526	6	6
OG0014527	5	5
OG0014528	7	7
OG0014529	7	7
OG0014530	4	4
OG0014531	3	3
OG0014532	7	7
OG0014533	4	2
OG0014534	7	7
OG0014535	7	7
OG0014536	5	5
OG0014537	8	8
OG0014538	8	8
OG0014539	8	8
OG0014540	8	8
OG0014541	5	3
OG0014542	6	6
OG0014543	5	4
OG0014544	6	5
OG0014545	6	6
OG0014546	7	7
OG0014547	7	7
OG0014548	6	5
OG0014549	4	4
OG0014550	5	5
OG0014551	8	8
OG0014552	7	7
OG0014553	8	8
OG0014554	6	6
OG0014555	7	7
OG0014556	7	7
OG0014557	6	6
OG0014558	8	8
OG0014559	6	6
OG0014560	3	3
OG0014561	5	5
OG0014562	5	5
OG0014563	4	3
OG0014564	3	3
OG0014565	1	1
OG0014566	7	7
OG0014567	6	6
OG0014568	6	6
OG0014569	7	7
OG0014570	6	6
OG0014571	7	7
OG0014572	5	5
OG0014573	7	7
OG0014574	7	7
OG0014575	4	4
OG0014576	8	8
OG0014577	6	6
OG0014578	7	7
OG0014579	7	7
OG0014580	5	5
OG0014581	7	7
OG0014582	7	7
OG0014583	8	8
OG0014584	8	8
OG0014585	6	6
OG0014586	7	7
OG0014587	6	4
OG0014588	8	8
OG0014589	8	8
OG0014590	6	6
OG0014591	7	7
OG0014592	8	8
OG0014593	8	8
OG0014594	5	4
OG0014595	8	8
OG0014596	8	8
OG0014597	8	8
OG0014598	8	8
OG0014599	8	8
OG0014600	7	7
OG0014601	7	7
OG0014602	8	8
OG0014603	8	8
OG0014604	8	8
OG0014605	8	8
OG0014606	8	8
OG0014607	8	8
OG0014608	7	7
OG0014609	7	7
OG0014610	6	6
OG0014611	8	8
OG0014612	8	8
OG0014613	8	8
OG0014614	8	8
OG0014615	8	8
OG0014616	8	8
OG0014617	8	8
OG0014618	8	8
OG0014619	8	8
OG0014620	8	8
OG0014621	7	7
OG0014622	8	8
OG0014623	8	8
OG0014624	8	8
OG0014625	7	7
OG0014626	8	8
OG0014627	8	8
OG0014628	8	8
OG0014629	8	8
OG0014630	8	8
OG0014631	7	7
OG0014632	8	8
OG0014633	7	7
OG0014634	8	8
OG0014635	8	8
OG0014636	8	8
OG0014637	7	7
OG0014638	8	8
OG0014639	8	8
OG0014640	8	8
OG0014641	8	8
OG0014642	7	7
OG0014643	7	7
OG0014644	8	8
OG0014645	7	7
OG0014646	8	8
OG0014647	6	6
OG0014648	8	8
OG0014649	6	6
OG0014650	8	8
OG0014651	8	8
OG0014652	6	6
OG0014653	5	5
OG0014654	8	8
OG0014655	8	8
OG0014656	5	5
OG0014657	4	4
OG0014658	7	7
OG0014659	6	6
OG0014660	6	6
OG0014661	6	4
OG0014662	7	7
OG0014663	7	7
OG0014664	8	8
OG0014665	8	8
OG0014666	8	8
OG0014667	7	7
OG0014668	5	5
OG0014669	6	6
OG0014670	8	8
OG0014671	7	7
OG0014672	6	6
OG0014673	7	7
OG0014674	8	8
OG0014675	4	4
OG0014676	6	6
OG0014677	8	8
OG0014678	6	6
OG0014679	3	2
OG0014680	7	7
OG0014681	8	8
OG0014682	7	7
OG0014683	7	7
OG0014684	4	4
OG0014685	8	8
OG0014686	3	3
OG0014687	3	3
OG0014688	6	6
OG0014689	7	7
OG0014690	5	5
OG0014691	1	1
OG0014692	6	6
OG0014693	5	5
OG0014694	8	8
OG0014695	8	8
OG0014696	8	8
OG0014697	8	8
OG0014698	8	8
OG0014699	8	8
OG0014700	8	8
OG0014701	8	8
OG0014702	8	8
OG0014703	8	8
OG0014704	7	7
OG0014705	8	8
OG0014706	8	8
OG0014707	8	8
OG0014708	8	8
OG0014709	8	8
OG0014710	8	8
OG0014711	7	7
OG0014712	8	8
OG0014713	8	8
OG0014714	8	8
OG0014715	8	8
OG0014716	8	8
OG0014717	8	8
OG0014718	8	8
OG0014719	8	8
OG0014720	8	8
OG0014721	8	8
OG0014722	8	8
OG0014723	8	8
OG0014724	8	8
OG0014725	8	8
OG0014726	8	8
OG0014727	8	8
OG0014728	8	8
OG0014729	8	8
OG0014730	8	8
OG0014731	8	8
OG0014732	8	8
OG0014733	8	8
OG0014734	8	8
OG0014735	8	8
OG0014736	8	8
OG0014737	8	8
OG0014738	8	8
OG0014739	8	8
OG0014740	8	8
OG0014741	8	8
OG0014742	8	8
OG0014743	5	5
OG0014744	8	8
OG0014745	8	8
OG0014746	8	8
OG0014747	8	8
OG0014748	8	8
OG0014749	8	8
OG0014750	8	8
OG0014751	8	8
OG0014752	8	8
OG0014753	8	8
OG0014754	8	8
OG0014755	8	8
OG0014756	8	8
OG0014757	7	7
OG0014758	8	8
OG0014759	8	8
OG0014760	8	8
OG0014761	8	8
OG0014762	7	7
OG0014763	8	8
OG0014764	8	8
OG0014765	8	8
OG0014766	8	8
OG0014767	8	8
OG0014768	8	8
OG0014769	8	8
OG0014770	8	8
OG0014771	8	8
OG0014772	8	8
OG0014773	8	8
OG0014774	8	8
OG0014775	8	8
OG0014776	8	8
OG0014777	8	8
OG0014778	8	8
OG0014779	8	8
OG0014780	8	8
OG0014781	8	8
OG0014782	8	8
OG0014783	8	8
OG0014784	8	8
OG0014785	8	8
OG0014786	8	8
OG0014787	8	8
OG0014788	8	8
OG0014789	8	8
OG0014790	8	8
OG0014791	8	8
OG0014792	8	8
OG0014793	8	8
OG0014794	8	8
OG0014795	8	8
OG0014796	8	8
OG0014797	8	8
OG0014798	8	8
OG0014799	8	8
OG0014800	8	8
OG0014801	8	8
OG0014802	5	5
OG0014803	8	8
OG0014804	8	8
OG0014805	7	7
OG0014806	8	8
OG0014807	8	8
OG0014808	3	2
OG0014809	8	8
OG0014810	8	8
OG0014811	8	8
OG0014812	8	8
OG0014813	8	8
OG0014814	3	2
OG0014815	6	6
OG0014816	8	8
OG0014817	8	8
OG0014818	6	4
OG0014819	8	8
OG0014820	8	8
OG0014821	6	6
OG0014822	8	8
OG0014823	8	8
OG0014824	8	8
OG0014825	8	8
OG0014826	8	8
OG0014827	8	8
OG0014828	8	8
OG0014829	8	8
OG0014830	7	7
OG0014831	8	8
OG0014832	8	8
OG0014833	8	8
OG0014834	8	8
OG0014835	8	8
OG0014836	8	8
OG0014837	8	8
OG0014838	8	8
OG0014839	8	8
OG0014840	8	8
OG0014841	8	8
OG0014842	7	7
OG0014843	8	8
OG0014844	8	8
OG0014845	8	8
OG0014846	8	8
OG0014847	8	8
OG0014848	8	8
OG0014849	8	8
OG0014850	8	8
OG0014851	8	8
OG0014852	8	8
OG0014853	8	8
OG0014854	8	8
OG0014855	8	8
OG0014856	8	8
OG0014857	8	8
OG0014858	8	8
OG0014859	7	7
OG0014860	8	8
OG0014861	8	8
OG0014862	8	8
OG0014863	8	8
OG0014864	8	8
OG0014865	8	8
OG0014866	8	8
OG0014867	8	8
OG0014868	8	8
OG0014869	8	8
OG0014870	8	8
OG0014871	8	8
OG0014872	8	8
OG0014873	8	8
OG0014874	8	8
OG0014875	8	8
OG0014876	8	8
OG0014877	8	8
OG0014878	8	8
OG0014879	3	2
OG0014880	2	1
OG0014881	2	2
OG0014882	4	4
OG0014883	5	4
OG0014884	4	3
OG0014885	1	1
OG0014886	5	5
OG0014887	7	7
OG0014888	7	7
OG0014889	3	2
OG0014890	4	4
OG0014891	3	2
OG0014892	5	5
OG0014893	6	6
OG0014894	1	1
OG0014895	7	7
OG0014896	5	5
OG0014897	7	7
OG0014898	3	3
OG0014899	7	7
OG0014900	5	5
OG0014901	7	7
OG0014902	7	7
OG0014903	2	1
OG0014904	5	5
OG0014905	4	3
OG0014906	3	2
OG0014907	1	1
OG0014908	7	7
OG0014909	6	6
OG0014910	7	7
OG0014911	7	7
OG0014912	5	5
OG0014913	5	5
OG0014914	3	1
OG0014915	4	4
OG0014916	6	6
OG0014917	4	4
OG0014918	6	6
OG0014919	5	5
OG0014920	5	5
OG0014921	5	5
OG0014922	7	7
OG0014923	7	7
OG0014924	7	7
OG0014925	5	5
OG0014926	4	4
OG0014927	5	5
OG0014928	7	7
OG0014929	5	5
OG0014930	5	5
OG0014931	7	7
OG0014932	7	7
OG0014933	5	5
OG0014934	5	5
OG0014935	7	7
OG0014936	4	3
OG0014937	4	4
OG0014938	3	2
OG0014939	2	1
OG0014940	6	6
OG0014941	7	7
OG0014942	4	4
OG0014943	3	1
OG0014944	7	7
OG0014945	6	6
OG0014946	5	4
OG0014947	4	3
OG0014948	7	7
OG0014949	6	6
OG0014950	4	4
OG0014951	7	7
OG0014952	5	5
OG0014953	4	3
OG0014954	5	5
OG0014955	6	6
OG0014956	6	6
OG0014957	3	1
OG0014958	4	4
OG0014959	4	3
OG0014960	6	6
OG0014961	5	5
OG0014962	5	5
OG0014963	3	2
OG0014964	3	1
OG0014965	5	5
OG0014966	2	1
OG0014967	7	7
OG0014968	4	4
OG0014969	3	2
OG0014970	6	6
OG0014971	7	7
OG0014972	7	7
OG0014973	4	4
OG0014974	6	6
OG0014975	2	1
OG0014976	3	2
OG0014977	5	5
OG0014978	6	6
OG0014979	5	5
OG0014980	3	2
OG0014981	3	2
OG0014982	4	2
OG0014983	4	4
OG0014984	6	6
OG0014985	5	5
OG0014986	6	6
OG0014987	5	5
OG0014988	3	1
OG0014989	5	5
OG0014990	5	5
OG0014991	0	0
OG0014992	3	1
OG0014993	7	7
OG0014994	6	6
OG0014995	7	7
OG0014996	4	2
OG0014997	5	5
OG0014998	4	4
OG0014999	4	4
OG0015000	4	3
OG0015001	3	3
OG0015002	3	1
OG0015003	3	3
OG0015004	3	2
OG0015005	5	5
OG0015006	5	5
OG0015007	4	4
OG0015008	7	7
OG0015009	3	2
OG0015010	3	3
OG0015011	7	7
OG0015012	4	3
OG0015013	3	3
OG0015014	6	6
OG0015015	3	2
OG0015016	6	6
OG0015017	4	4
OG0015018	6	6
OG0015019	7	7
OG0015020	7	7
OG0015021	5	5
OG0015022	2	2
OG0015023	6	6
OG0015024	7	7
OG0015025	6	6
OG0015026	7	7
OG0015027	5	5
OG0015028	0	0
OG0015029	3	2
OG0015030	5	5
OG0015031	3	3
OG0015032	5	3
OG0015033	5	5
OG0015034	2	1
OG0015035	3	3
OG0015036	3	2
OG0015037	3	2
OG0015038	3	3
OG0015039	4	4
OG0015040	6	6
OG0015041	5	5
OG0015042	4	2
OG0015043	7	7
OG0015044	3	1
OG0015045	5	5
OG0015046	6	6
OG0015047	6	6
OG0015048	6	6
OG0015049	4	2
OG0015050	3	3
OG0015051	3	3
OG0015052	2	0
OG0015053	4	4
OG0015054	4	3
OG0015055	4	4
OG0015056	3	2
OG0015057	4	1
OG0015058	5	5
OG0015059	1	0
OG0015060	1	1
OG0015061	6	6
OG0015062	4	4
OG0015063	6	6
OG0015064	4	4
OG0015065	4	4
OG0015066	3	1
OG0015067	4	3
OG0015068	4	3
OG0015069	2	1
OG0015070	3	3
OG0015071	5	5
OG0015072	2	2
OG0015073	4	3
OG0015074	1	1
OG0015075	4	4
OG0015076	5	5
OG0015077	5	5
OG0015078	1	1
OG0015079	1	1
OG0015080	6	6
OG0015081	3	3
OG0015082	6	6
OG0015083	6	6
OG0015084	4	4
OG0015085	3	3
OG0015086	6	6
OG0015087	2	1
OG0015088	3	2
OG0015089	3	2
OG0015090	2	0
OG0015091	4	4
OG0015092	1	0
OG0015093	3	3
OG0015094	1	1
OG0015095	0	0
OG0015096	4	4
OG0015097	2	1
OG0015098	4	3
OG0015099	6	6
OG0015100	5	5
OG0015101	1	1
OG0015102	7	7
OG0015103	2	2
OG0015104	0	0
OG0015105	2	2
OG0015106	2	2
OG0015107	5	5
OG0015108	3	3
OG0015109	6	6
OG0015110	2	2
OG0015111	3	3
OG0015112	4	4
OG0015113	6	6
OG0015114	5	5
OG0015115	0	0
OG0015116	0	0
OG0015117	1	1
OG0015118	1	1
OG0015119	4	2
OG0015120	1	1
OG0015121	0	0
OG0015122	2	2
OG0015123	2	2
OG0015124	2	2
OG0015125	1	1
OG0015126	4	4
OG0015127	0	0
OG0015128	4	4
OG0015129	1	0
OG0015130	2	2
OG0015131	0	0
OG0015132	3	3
OG0015133	3	3
OG0015134	2	2
OG0015135	1	1
OG0015136	4	4
OG0015137	2	2
OG0015138	3	3
OG0015139	2	1
OG0015140	2	2
OG0015141	2	2
OG0015142	4	4
OG0015143	0	0
OG0015144	2	2
OG0015145	1	1
OG0015146	3	3
OG0015147	3	3
OG0015148	6	6
OG0015149	0	0
OG0015150	4	4
OG0015151	2	2
OG0015152	1	1
OG0015153	1	1
OG0015154	1	1
OG0015155	1	1
OG0015156	3	3
OG0015157	1	1
OG0015158	5	5
OG0015159	1	1
OG0015160	0	0
OG0015161	2	2
OG0015162	3	3
OG0015163	1	1
OG0015164	2	2
OG0015165	2	1
OG0015166	1	1
OG0015167	5	5
OG0015168	6	6
OG0015169	4	4
OG0015170	3	1
OG0015171	3	3
OG0015172	3	3
OG0015173	3	3
OG0015174	2	2
OG0015175	3	3
OG0015176	2	1
OG0015177	3	3
OG0015178	3	1
OG0015179	1	1
OG0015180	3	3
OG0015181	1	1
OG0015182	3	3
OG0015183	4	4
OG0015184	2	2
OG0015185	3	3
OG0015186	4	4
OG0015187	6	6
OG0015188	4	4
OG0015189	3	2
OG0015190	4	4
OG0015191	3	3
OG0015192	5	5
OG0015193	6	6
OG0015194	5	5
OG0015195	2	0
